RecordNumber,SourceName,TaskCategory,EventCode,EventType,Type
35171,RFCOMM,"The operation completed successfully.",1,4,Information
35170,RFCOMM,"The operation completed successfully.",1,4,Information
35169,RFCOMM,"The operation completed successfully.",1,4,Information
35168,RFCOMM,"The operation completed successfully.",1,4,Information
35167,RFCOMM,"The operation completed successfully.",1,4,Information
35166,RFCOMM,"The operation completed successfully.",1,4,Information
35165,RFCOMM,"The operation completed successfully.",1,4,Information
35164,RFCOMM,"The operation completed successfully.",1,4,Information
35163,RFCOMM,"The operation completed successfully.",1,4,Information
35162,RFCOMM,"The operation completed successfully.",1,4,Information
35161,RFCOMM,"The operation completed successfully.",1,4,Information
35160,RFCOMM,"The operation completed successfully.",1,4,Information
35159,RFCOMM,"The operation completed successfully.",1,4,Information
35158,RFCOMM,"The operation completed successfully.",1,4,Information
35157,RFCOMM,"The operation completed successfully.",1,4,Information
35156,RFCOMM,"The operation completed successfully.",1,4,Information
35155,RFCOMM,"The operation completed successfully.",1,4,Information
35154,RFCOMM,"The operation completed successfully.",1,4,Information
35153,RFCOMM,"The operation completed successfully.",1,4,Information
35152,RFCOMM,"The operation completed successfully.",1,4,Information
35151,RFCOMM,"The operation completed successfully.",1,4,Information
35150,RFCOMM,"The operation completed successfully.",1,4,Information
35149,RFCOMM,"The operation completed successfully.",1,4,Information
35148,RFCOMM,"The operation completed successfully.",1,4,Information
35147,RFCOMM,"The operation completed successfully.",1,4,Information
35146,RFCOMM,"The operation completed successfully.",1,4,Information
35145,RFCOMM,"The operation completed successfully.",1,4,Information
35144,RFCOMM,"The operation completed successfully.",1,4,Information
35143,RFCOMM,"The operation completed successfully.",1,4,Information
35142,RFCOMM,"The operation completed successfully.",1,4,Information
35141,RFCOMM,"The operation completed successfully.",1,4,Information
35140,RFCOMM,"The operation completed successfully.",1,4,Information
35139,RFCOMM,"The operation completed successfully.",1,4,Information
35138,RFCOMM,"The operation completed successfully.",1,4,Information
35137,RFCOMM,"The operation completed successfully.",1,4,Information
35136,RFCOMM,"The operation completed successfully.",1,4,Information
35135,RFCOMM,"The operation completed successfully.",1,4,Information
35134,RFCOMM,"The operation completed successfully.",1,4,Information
35133,RFCOMM,"The operation completed successfully.",1,4,Information
35132,RFCOMM,"The operation completed successfully.",1,4,Information
35131,RFCOMM,"The operation completed successfully.",1,4,Information
35130,RFCOMM,"The operation completed successfully.",1,4,Information
35129,RFCOMM,"The operation completed successfully.",1,4,Information
35128,RFCOMM,"The operation completed successfully.",1,4,Information
35127,RFCOMM,"The operation completed successfully.",1,4,Information
35126,RFCOMM,"The operation completed successfully.",1,4,Information
35125,RFCOMM,"The operation completed successfully.",1,4,Information
35124,RFCOMM,"The operation completed successfully.",1,4,Information
35123,RFCOMM,"The operation completed successfully.",1,4,Information
35122,RFCOMM,"The operation completed successfully.",1,4,Information
35121,RFCOMM,"The operation completed successfully.",1,4,Information
35120,"Microsoft-Windows-Kernel-General","The operation completed successfully.",16,4,Information
35119,RFCOMM,"The operation completed successfully.",1,4,Information
35118,RFCOMM,"The operation completed successfully.",1,4,Information
35117,RFCOMM,"The operation completed successfully.",1,4,Information
35116,RFCOMM,"The operation completed successfully.",1,4,Information
35115,RFCOMM,"The operation completed successfully.",1,4,Information
35114,RFCOMM,"The operation completed successfully.",1,4,Information
35113,BTHUSB,"The operation completed successfully.",37,4,Information
35112,RFCOMM,"The operation completed successfully.",1,4,Information
35111,BTHUSB,"The operation completed successfully.",37,4,Information
35110,BTHUSB,"The operation completed successfully.",37,4,Information
35109,RFCOMM,"The operation completed successfully.",1,4,Information
35108,BTHUSB,"The operation completed successfully.",37,4,Information
35107,BTHUSB,"The operation completed successfully.",37,4,Information
35106,RFCOMM,"The operation completed successfully.",1,4,Information
35105,BTHUSB,"The operation completed successfully.",37,4,Information
35104,BTHUSB,"The operation completed successfully.",37,4,Information
35103,RFCOMM,"The operation completed successfully.",1,4,Information
35102,BTHUSB,"The operation completed successfully.",37,4,Information
35101,BTHUSB,"The operation completed successfully.",37,4,Information
35100,RFCOMM,"The operation completed successfully.",1,4,Information
35099,BTHUSB,"The operation completed successfully.",37,4,Information
35098,BTHUSB,"The operation completed successfully.",37,4,Information
35097,RFCOMM,"The operation completed successfully.",1,4,Information
35096,BTHUSB,"The operation completed successfully.",37,4,Information
35095,BTHUSB,"The operation completed successfully.",37,4,Information
35094,RFCOMM,"The operation completed successfully.",1,4,Information
35093,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2,Error
35092,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2,Error
35091,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2,Error
35090,"Microsoft-Windows-Winlogon","A tape access reached a filemark.",7001,4,Information
35089,"Microsoft-Windows-Power-Troubleshooter","The operation completed successfully.",1,4,Information
35088,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3,Warning
35087,BTHUSB,"The operation completed successfully.",18,4,Information
35086,"Microsoft-Windows-UserModePowerService","The environment is incorrect.",12,4,Information
35085,"Microsoft-Windows-UserModePowerService","The environment is incorrect.",12,4,Information
35084,"Microsoft-Windows-UserModePowerService","The environment is incorrect.",12,4,Information
35083,"Microsoft-Windows-Kernel-Boot","The process cannot access the file because another process has locked a portion of the file.",27,4,Information
35082,"Microsoft-Windows-Kernel-Boot","The process cannot access the file because it is being used by another process.",25,4,Information
35081,"Microsoft-Windows-Kernel-Boot","The operation completed successfully.",32,4,Information
35080,"Microsoft-Windows-Kernel-Boot","The operation completed successfully.",18,4,Information
35079,"Microsoft-Windows-Kernel-Boot","The device is not ready.",30,4,Information
35078,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3,Warning
35077,"Microsoft-Windows-Time-Service","The operation completed successfully.",134,3,Warning
35076,"Microsoft-Windows-Kernel-General",Shell,1,4,Information
35075,"Microsoft-Windows-Kernel-Power","The semaphore is set and cannot be closed.",107,4,Information
35074,"Microsoft-Windows-Kernel-Power","The specified network name is no longer available.",42,4,Information
35073,"Microsoft-Windows-Winlogon","The beginning of the tape or a partition was encountered.",7002,4,Information
35072,BTHUSB,"The operation completed successfully.",37,4,Information
35071,RFCOMM,"The operation completed successfully.",1,4,Information
35070,"Microsoft-Windows-DistributedCOM","The operation completed successfully.",10016,2,Error
35069,"Microsoft-Windows-Kernel-General","The operation completed successfully.",16,4,Information
35068,"Microsoft-Windows-WindowsUpdateClient","Windows Update Agent",19,4,Information
35067,"Microsoft-Windows-WindowsUpdateClient","Windows Update Agent",43,4,Information
35066,"Microsoft-Windows-WindowsUpdateClient","Windows Update Agent",19,4,Information
35065,"Microsoft-Windows-WindowsUpdateClient","Windows Update Agent",43,4,Information
35064,"Microsoft-Windows-Kernel-General","The operation completed successfully.",16,4,Information
35063,"Microsoft-Windows-Kernel-General","The operation completed successfully.",16,4,Information
35062,"Microsoft-Windows-WindowsUpdateClient","Windows Update Agent",44,4,Information
35061,RFCOMM,"The operation completed successfully.",1,4,Information
35060,RFCOMM,"The operation completed successfully.",1,4,Information
35059,RFCOMM,"The operation completed successfully.",1,4,Information
35058,RFCOMM,"The operation completed successfully.",1,4,Information
35057,RFCOMM,"The operation completed successfully.",1,4,Information
35056,"Microsoft-Windows-WindowsUpdateClient","Windows Update Agent",20,2,Error
35055,"Microsoft-Windows-WindowsUpdateClient","Windows Update Agent",43,4,Information
35054,"Microsoft-Windows-Kernel-General","The operation completed successfully.",15,4,Information
35053,"Microsoft-Windows-WindowsUpdateClient","Windows Update Agent",44,4,Information
35052,"Microsoft-Windows-WindowsUpdateClient","Windows Update Agent",44,4,Information
35051,RFCOMM,"The operation completed successfully.",1,4,Information
35050,RFCOMM,"The operation completed successfully.",1,4,Information
35049,RFCOMM,"The operation completed successfully.",1,4,Information
35048,RFCOMM,"The operation completed successfully.",1,4,Information
35047,RFCOMM,"The operation completed successfully.",1,4,Information
35046,RFCOMM,"The operation completed successfully.",1,4,Information
35045,RFCOMM,"The operation completed successfully.",1,4,Information
35044,RFCOMM,"The operation completed successfully.",1,4,Information
35043,"Microsoft-Windows-WindowsUpdateClient","Windows Update Agent",20,2,Error
35042,"Microsoft-Windows-WindowsUpdateClient","Windows Update Agent",43,4,Information
35041,RFCOMM,"The operation completed successfully.",1,4,Information
35040,RFCOMM,"The operation completed successfully.",1,4,Information
35039,RFCOMM,"The operation completed successfully.",1,4,Information
35038,RFCOMM,"The operation completed successfully.",1,4,Information
35037,RFCOMM,"The operation completed successfully.",1,4,Information
35036,"Microsoft-Windows-WindowsUpdateClient","Windows Update Agent",44,4,Information
35035,"Microsoft-Windows-Kernel-General","The operation completed successfully.",16,4,Information
35034,"Microsoft-Windows-Kernel-General","The operation completed successfully.",16,4,Information
35033,RFCOMM,"The operation completed successfully.",1,4,Information
35032,"Microsoft-Windows-DNS Client Events","Name resolution for the name %1 timed out after none of the configured DNS servers responded.",1014,3,Warning
